flow,measure,group,article,year,values,max_value
reexport,quantity,,Sumach,1893,653,653
reexport,quantity,,Sunnach,1893,653,653
reexport,value,Woollen Yarn,Unenumerated - - - - -,1894,630|639,639
reexport,value,,"Sworns, Cutlasses, Matchets, Bayonets - - - - -",1895,637,637
reexport,value,Arms,"Swords, Cutlasses, Matchets, Bayonets - - - - -",1895,637,637
import,quantity,,""" Liqueurs, Cordials, &amp;c., not tested }",1900,636,636
reexport,value,,Aberystwith -,1877,632,632
reexport,value,,Ramsgate -,1877,625,625
import,value,,Burgundy - - - - -,1894,622,622
import,quantity,,"Arms :Swords, Cutlasses, Matchets, Bayonets",1895,607,607
reexport,quantity,Hewn,Oak,1900,604,604
reexport,value,Seeds,Cotton - - - - -,1893,601,601
export_uk,quantity,,"Rough, Hewn, Sawn, or Split - Lbuds",1895,597,597
export_uk,value,,"Spirits, Foreign, Methylated in the UnitedKingdom - - - - -",1895,594,594
reexport,value,Not Sweetened,""" Imitation Rum - - - - -",1894,584,584
import,quantity,,"Arms :Swords, Cutlasses, Matchets, Bayonets",1893,578,578
reexport,quantity,,Iceglass,1894,576,576
import,value,,Colloion - - - - -,1894,570,570
reexport,value,Cocoa,""" Cocoa or Chocolate, ground, prepared, or in any way } - - - - -",1899,569,569
export_uk,quantity,Arms,"Swords, Cutlasses, Matchets, Bayonets",1897,568,568
export_uk,value,Arms,"Swords, Cutlasses, Matchets, and Bayonets - - - - - - - - - -",1897,568,568
reexport,quantity,,"Swords, Cutlasses, Matchets, Bayonets",1897,568,568
reexport,quantity,,"Swords, Cutlasses, Matchets, and Bayonets",1897,568,568
reexport,quantity,,Malz,1894,564,564
reexport,quantity,,Linseed Cake . . . . .,1893,560,560
reexport,value,,"Methylc Alcohol, not purified so as to be potable - - - - -",1897,554,554
reexport,value,,Newhaven -,1878,550,550
import,value,,Imitation Cheese - - - - -,1893,542,542
import,value,,"Chicory and Coffee, Roasted or Ground, Africa - - - - -",1894,540,540
import,value,"Dye-stuffs, and Substances for Tanning or Dyeing","Safflower . . . . . """,1896,536,536
import,value,,""" Butyric - - - - -",1899,426|335|535,535
reexport,quantity,Tin,Ore of,1893,533,533
reexport,value,,"Seed Cake of other Sorts . . . . . """,1896,532,532
reexport,quantity,,"Zinc, Crude, in Cakes",1874,530,530
export_uk,quantity,Ammunition,"Shot, large and small",1898,528,528
export_uk,value,Ammunition,"Shot, large and small - - - - - - - - - -",1898,528,528
reexport,value,,Douglas . . . . .,1893,524,524
reexport,value,,TOTAL from ISLE OF MAN . . . . .,1893,524,524
reexport,quantity,,Imitation Rum,1899,518,518
reexport,quantity,,Whalebone (including Finners),1898,518,518
reexport,quantity,Lead,"Manufactures of, unenumerated",1895,518,518
reexport,quantity,Spices,""" Imitation Rum",1899,518,518
reexport,value,,Lyme -,1876,518,518
export_uk,quantity,"Carriages, Carts, &amp;c.",Railway Carriages for Passengers,1869,515|315,515
reexport,value,,Skibbereen - - - - -,1895,515,515
reexport,quantity,,Seed Cake of other Sorts . . . . .,1896,512,512
import,value,,Colloion - - - - -,1895,507,507
reexport,value,,Fleetwood -,1875,507,507
import,quantity,,"Horses (including Ponies), viz., Stallions",1893,505,505
import,value,,Colloion - - - - -,1897,497,497
reexport,value,,Lancaster -,1877,490,490
reexport,value,,Newcastle -,1878,485,485
reexport,value,,""" containing not more than 50 % Chocolate, with } - - - - -",1897,478,478
reexport,value,,"„ containing not more than 50 % Chocolate, with Spirit",1897,478,478
reexport,quantity,,Prunes . . . . .,1893,473,473
reexport,value,,Prunes . . . . . Cts.,1893,472,472
reexport,quantity,Ether,Butyric,1900,470,470
export_uk,value,Horses (including Ponies),Geldings - - - - - - - - - -,1899,468,468
import,quantity,,„ „ Sperm . . . . .,1900,467,467
reexport,quantity,Sparkling,Hock,1900,466,466
reexport,quantity,,",, Tow . . . . .",1900,461,461
reexport,value,,Carlisle -,1876,454,454
reexport,quantity,Beer and Ale,Of other Sorts,1894,451,451
export_uk,quantity,Arms,"Swords, Cutlasses, Matchets, Bayonets",1895,445,445
reexport,quantity,,"Swords, Cutlasses, Matchets, Bayonets",1895,445,445
reexport,value,,Padstow -,1875,439,439
reexport,value,,Exeter - - - - - - -,1899,436,436
export_uk,value,"Horses (including Ponies), viz.","Swine . . . . . """,1900,435,435
reexport,value,,Douglas -,1874,435,435
reexport,value,,Hay . . . . . Tons,1900,114|435,435
export_uk,value,"Arms, viz","Torpedoes, and parts thereof . . . . . "" """,1893,431,431
reexport,value,Paper,Wool Pulp Boards - - - - -,1895,424,424
reexport,value,Zinc,Ore of - - - - -,1893,419,419
reexport,value,,Gainsborough -,1876,413,413
export_uk,value,"Horses (including Ponies), viz","Swine . . . . . "" """,1893,412,412
reexport,quantity,,Imitation Rum,1895,406,406
reexport,quantity,,Stallions,1900,406,406
reexport,quantity,Not Sweetened,""" Imitation Rum",1895,406,406
reexport,value,,Lyme -,1877,406,406
import,value,,Colloion - - - - -,1896,402,402
reexport,value,,Ramsey -,1878,400,400
import,value,,"Chicory and Coffee, Roasted or Ground, Africa - - - - -",1896,397,397
import,value,,"Chicory and Coffee, Roasted or Ground, Africa - - - - -",1895,384,384
reexport,value,,Cotton Seed Cake - - - - -,1897,380|79,380
reexport,value,,Padstow -,1874,380,380
reexport,value,,Gainsborough -,1874,379,379
reexport,value,,"Sparkling, Red, Burgundy - - - - -",1897,375,375
reexport,value,,Lyme -,1875,366,366
import,value,Dyeing or Tanning Stuffs,Sallower - - - - -,1891,365,365
reexport,value,,Collodion - - - - -,1899,355|365,365
reexport,value,,"Espresso and other Vegetable Fibres . . . . . """,1895,361,361
reexport,quantity,,} Tons,1894,357,357
reexport,value,Wool,"Woollen Rags, applicable to other uses than Manure, torn up or not - - - - - - - - - -",1894,357,357
reexport,value,,Geldings - - - - -,1893,350,350
reexport,quantity,,Gunpowder,1900,349,349
reexport,value,,"Confectionery, in the manufacture of which Spirit has beenused - - - - -",1895,349,349
reexport,value,,Padstow . . . . .,1893,347,347
reexport,quantity,,Straw . . . . .,1899,346,346
import,value,Dyeing or Tanning Stuffs,Sallower - - - - -,1892,345,345
import,value,,"Chicory: Other Vegetable matter, applicable to theuses of Chicory or Coffee",1896,338,338
reexport,value,,""" containing not more than 50 % Chocolate, with } - - - - -",1895,336,336
reexport,value,,""" containing not more than 50 % Chocolate, with } - - - - -",1896,336,336
reexport,value,,"„ containing not more than 50 % Chocolate, with Spirit",1895,336,336
reexport,value,,"„ containing not more than 50 % Chocolate, with Spirit",1896,336,336
reexport,value,,Lyme -,1874,335,335
reexport,value,Cocoa,""" Cocoa or Chocolate, ground, prepared, or in any way } - - - - -",1897,326,326
reexport,value,Tin,"Manufactures of, unenumerated - - - - -",1893,324,324
import,value,,Calves - - - - -,1893,318,318
reexport,quantity,,"Bones, applicable to Manufacturing Purposes",1900,317,317
reexport,quantity,,Malt - - - - - - - - -,1893,316,316
reexport,quantity,,Malz,1893,316,316
reexport,value,,Carlisle - - - - - -,1893,316,316
export_uk,value,"Ammunition, viz.","Torpedoes, and parts thereof . . . """,1898,315,315
export_uk,quantity,Ammunition,"Shot, large and small",1897,314,314
export_uk,value,Ammunition,"Shot, large and small - - - - - - - - - -",1897,314,314
import,value,"Dye-stuffs, and Substances for Tanning or Dyeing","Safflower . . . . . """,1897,313,313
reexport,value,,"Confectionery, in the manufacture of which Spirit has been } - - - - -",1895,309,309
reexport,value,,"Manufactures of, unenumerated - -",1893,307,307
reexport,value,Lead,"Manufactures of, unenumerated - - - - -",1893,307,307
reexport,value,,Fowey -,1878,305,305
reexport,quantity,,Ice,1899,300,300
export_uk,quantity,Beer and Ale,Of other Sorts,1895,299,299
reexport,quantity,Beer and Ale,Of other Sorts,1895,299,299
import,quantity,,„ Ore of . . . . .,1899,290,290
import,quantity,Metals and Ores,"Gold, Ore of (including the Value of the Gold contained in Auriferous Ores and Metals",1899,290,290
reexport,quantity,Hewn,Unenumerated,1893,289,289
reexport,value,Meat (except Poultry and Game),""" Unenumerated, Salted or Fresh - - - - -",1896,289,289
reexport,quantity,Hewn,Unenumerated,1900,281,281
import,quantity,,Imitation Cheese,1893,277,277
reexport,quantity,,Whalebone (including Finners),1897,274,274
reexport,value,Cocoa,""" Cocoa or Chocolate, ground, prepared, or in any way } - - - - -",1896,270,270
reexport,value,,Padstow - - - - -,1899,267,267
reexport,value,,Lancaster -,1876,255,255
reexport,value,Tobacco,235 - - - - -,1896,253,253
export_uk,value,Horses (including Ponies),Geldings - - - - - - - - - -,1900,249,249
reexport,quantity,,Geldings,1900,249,249
reexport,quantity,,Sailflower,1894,249,249
reexport,value,Paper,Wool Pulp Boards - - - - -,1897,248,248
reexport,quantity,,Linseed Cake . . . . . . . . .,1899,247,247
reexport,value,Lead,"Manufactures of, unenumerated - - - - -",1894,246,246
reexport,value,Tobacco,235 - - - - -,1895,246,246
export_uk,quantity,Ammunition,"Shot, large and small",1896,238,238
export_uk,value,Ammunition,"Shot, large and small - - - - - - - - - -",1896,238,238
reexport,value,Tobacco,235 - - - - -,1894,235,235
reexport,quantity,""" Unenumerated",""" Liqueurs, Cordials,    &amp;c., not tested",1900,233,233
reexport,value,,Carlisle -,1875,232,232
reexport,value,,Lancaster -,1874,232,232
import,quantity,,Calves,1900,230,230
reexport,value,,Cowes -,1877,225,225
reexport,value,,"Confectionery, in the manufacture of which Spirit has been } - - - - -",1896,218,218
reexport,value,,"Confectionery, in the manufacture of which Spirit has beenused - - - - -",1896,218,218
reexport,value,,"Espresso and other Vegetable Fibres . . . . . """,1894,216,216
reexport,value,,Lancaster -,1875,216,216
import,quantity,,Whalekins,1870,213,213
import,quantity,,Whaletins,1870,213,213
reexport,quantity,,"Oil, fit only to be re-manufactured",1896,212,212
reexport,value,,Ramsey -,1875,212,212
reexport,value,Paper,Wool Pulp Boards - - - - -,1896,211,211
reexport,value,,Aberystwith -,1875,210,210
import,value,,"Chicory and Coffee, Roasted or Ground, Africa - - - - -",1897,209,209
export_uk,quantity,Beer and Ale,Of other Sorts,1896,202,202
reexport,quantity,Beer and Ale,Of other Sorts,1896,202,202
reexport,value,Beer and Ale,Of other Sorts . . . . . ”,1896,202,202
export_uk,value,"Animals, Living",Sheep and Lambs - - - - - - - - - -,1897,200,200
reexport,value,,Galway . . . . .,1893,200,200
reexport,value,,Plate of Gold - - - - -,1893,200,200
reexport,value,,Preston -,1876,198,198
reexport,value,Tobacco,235 - - - - -,1898,196,196
reexport,value,Cocoa,""" Cocoa or Chocolate, ground, prepared, or in any way } - - - - -",1895,195,195
export_uk,quantity,,Rye,1893,193,193
export_uk,value,,Rye - - - - -,1893,65|193,193
reexport,value,,"Bell (see Metal Unenumerated, Unwrought) - - -",1896,193,193
import,quantity,,Whalekins,1868,190,190
import,quantity,,Whaletins,1868,190,190
export_uk,quantity,,Rye,1900,185,185
reexport,quantity,,Imitation Rum,1897,184,184
reexport,quantity,Not Sweetened,""" Imitation Rum",1897,184,184
reexport,quantity,Spices,""" Imitation Rum",1897,184,184
reexport,value,,"Confectionery, in the manufacture of which Spirit has been } - - - - -",1898,184,184
reexport,value,,"Confectionery, in the manufacture of which Spirit has beenused - - - - -",1898,184,184
reexport,value,,"Bell (see Metal Unenumerated, Unwrought) - - -",1898,183,183
reexport,quantity,Sparkling,Other sorts,1899,132|182,182
import,quantity,,Whalekins,1866,180,180
import,quantity,,Whaletins,1866,180,180
reexport,value,Tobacco,235 - - - - -,1897,180,180
export_uk,value,Ammunition,"Shot, large and small - - - - - - - - - -",1900,179,179
reexport,quantity,,"Shot, large and small",1900,179,179
reexport,value,,"Methylc Alcohol, not purified so as to be potable - - - - -",1894,179,179
reexport,quantity,,"Oil, fit only to be re-manufactured",1893,177,177
reexport,quantity,,"Manufactures of, unenumerated - - - - -",1899,174,174
reexport,quantity,Lead,"Manufactures of, unenumerated",1899,174,174
reexport,value,,Cotton Seed Cake - - - - -,1900,28|174,174
reexport,value,,Barnstaple - - - - - -,1896,173,173
reexport,quantity,,Sailflower,1896,170,170
reexport,quantity,,„ Dried or Preserved . . . . .,1893,170,170
reexport,value,,""" Dried or Preserved . . . . . """,1893,170,170
import,value,Spirits,Stationery,1892,169,169
reexport,quantity,,"Pears, Raw  . . . . .",1900,169,169
reexport,value,,Cotton Seed Cake - - - - -,1899,169|23,169
reexport,value,,"Pears, Raw  . . . . . """,1900,169,169
reexport,quantity,,"Milk and Cream, Fresh or Preserved, other than Condensed Milk",1899,166,166
reexport,quantity,,"Bones, applicable to Manufacturing Purposes",1893,163,163
import,value,Spirits,Stationery,1894,161,161
reexport,value,,"Confectionery, in the manufacture of which Spirit has been } - - - - -",1897,160,160
reexport,value,,"Confectionery, in the manufacture of which Spirit has beenused - - - - -",1897,160,160
reexport,quantity,,Safflower,1893,157,157
reexport,quantity,,Sailflower,1893,157,157
reexport,value,,Barrow - -,1893,156,156
reexport,value,,Portsmouth -,1878,156,156
reexport,value,Woollen Manufactures,Yeast - - - - - - - - - -,1898,153,153
export_uk,value,,"Spirits, Foreign, Methylated in the UnitedKingdom - - - - -",1894,151,151
reexport,value,,Scarborough -,1874,150,150
export_uk,value,,Rye - - - - -,1899,149,149
reexport,value,Not Sweetened,""" Imitation Rum - - - - -",1893,147,147
reexport,value,,Cotton Seed Cake - - - - -,1896,145|26,145
reexport,value,,Barnstaple - - - - - -,1893,144,144
reexport,value,,""" containing not more than 50 % Chocolate, with } - - - - -",1898,142,142
reexport,value,,"„ containing not more than 50 % Chocolate, with Spirit",1898,142,142
import,value,Dyeing or Tanning Stuffs,Sallower - - - - -,1893,140,140
reexport,value,Woollen Manufactures,Yeast - - - - - - - - - -,1897,140,140
reexport,value,,"Confectionery, in the manufacture of which Spirit has beenused - - - - -",1894,139,139
export_uk,value,"Animals, Living",Sheep and Lambs - - - - - - - - - -,1899,137,137
import,quantity,,Whalekins,1867,137,137
import,quantity,,Whaletins,1867,137,137
reexport,quantity,,Sheep and Lambs,1899,137,137
reexport,quantity,,Imitation Rum,1896,134,134
reexport,quantity,Not Sweetened,""" Imitation Rum",1896,134,134
reexport,quantity,Spices,""" Imitation Rum",1896,134,134
reexport,value,Chicory,Raw or Kiln-dried - - - - -,1893,134,134
reexport,quantity,,"Milk and Cream, Fresh or Preserved, other than Condensed Milk",1900,133,133
reexport,value,,"Bell (see Metal Unenumerated, Unwrought) - - -",1899,133,133
reexport,value,Metal,"Leaf, not Gold - - - - -",1899,133,133
export_uk,quantity,Beer and Ale,Of other Sorts,1897,129,129
reexport,quantity,,Sailflower,1897,129,129
reexport,quantity,Beer and Ale,Of other Sorts,1897,129,129
reexport,value,Beer and Ale,Of other Sorts . . . . . ”,1897,129,129
reexport,quantity,,Sailflower,1895,124,124
reexport,quantity,,Straw . . . . .,1900,121,121
reexport,value,,"Straw . . . . . """,1900,121,121
reexport,quantity,Lead,"Manufactures of, unenumerated",1898,118,118
reexport,value,Tobacco,"Snuff . . . . . """,1900,117,117
reexport,quantity,Lead,"Manufactures of, unenumerated",1896,114,114
reexport,value,,Scarborough . . . . .,1893,113,113
export_uk,value,,"Spirits, Foreign, Methylated in the United Kingdom - - - - -",1893,112,112
export_uk,value,,"Spirits, Foreign, Methylated in the UnitedKingdom - - - - -",1893,112,112
reexport,quantity,,"Oil, fit only to be re-manufactured",1895,112,112
reexport,value,Lead,"Manufactures of, unenumerated - - - - -",1896,112,112
reexport,quantity,,"Oil, fit only to be re-manufactured",1894,111,111
reexport,quantity,,Indigo,1899,109,109
reexport,quantity,,„ Sperm . . . . .,1893,109,109
reexport,value,,""" Spermi . . . . . Cts.",1893,109,109
reexport,value,,Cotton Seed Cake - - - - -,1898,104|15,104
reexport,quantity,Seeds,Cotton,1893,103,103
reexport,value,,""" Spermi . . . . . Cts.",1897,103,103
reexport,value,Cocoa,""" in the manufacture of which Spirit } - - - - -",1895,103,103
reexport,value,,"Espresso and other Vegetable Fibres . . . . . """,1896,101,101
reexport,value,,"Conlage, Twine, and Cable Yarn . . . . .",1896,99,99
export_uk,value,"Animals, Living",Cows - - - - - - - - - -,1897,94,94
import,value,,"Chicory and Coffee, Roasted or Ground, Mixed - - - - -",1899,93,93
export_uk,value,Horses (including Ponies),Mares - - - - - - - - - -,1899,92,92
reexport,quantity,,Esparto and other Vegetable Fibres . . . . .,1893,90,90
reexport,quantity,,Of other Sorts,1900,90,90
reexport,value,,Berwick -,1877,90,90
reexport,value,,"Espresso and other Vegetable Fibres . . . . . """,1893,90,90
reexport,value,Beer and Ale,Of other Sorts . . . . . ”,1900,90,90
import,quantity,,Whalekins,1869,84,84
import,quantity,,Whaletins,1869,84,84
reexport,quantity,Paper-making Materials,Esparto and other Vegetable Fibres,1899,83,83
reexport,quantity,,"Oil, fit only to be re-manufactured",1897,82,82
export_uk,value,,"Spirits, Foreign, Methylated in the UnitedKingdom - - - - -",1897,75,75
import,quantity,,Calves,1893,74,74
reexport,value,Woollen Manufactures,Yeast - - - - - - - - - -,1896,74,74
